iter	Passed	Remaining
347	3496	6551
348	3506	6540
349	3516	6531
350	3527	6523
351	3538	6514
352	3548	6503
353	3559	6495
354	3569	6484
355	3579	6475
356	3590	6466
357	3599	6454
358	3609	6444
359	3617	6431
360	3628	6422
361	3639	6413
362	3649	6403
363	3658	6392
364	3668	6382
365	3678	6372
366	3688	6362
367	3698	6351
368	3709	6343
369	3719	6333
370	3730	6324
371	3740	6315
372	3751	6305
373	3760	6294
374	3770	6284
375	3780	6274
376	3790	6263
377	3801	6255
378	3812	6246
379	3823	6238
380	3833	6228
381	3844	6219
382	3854	6210
383	3865	6201
384	3876	6191
385	3886	6181
386	3896	6172
387	3906	6162
388	3917	6152
389	3928	6144
390	3938	6134
391	3949	6125
392	3959	6115
393	3969	6105
394	3979	6094
395	3990	6086
396	4000	6076
397	4010	6066
398	4020	6055
399	4030	6045
400	4040	6035
401	4050	6024
402	4060	6015
403	4070	6005
404	4081	5996
405	4091	5985
406	4102	5976
407	4112	5966
408	4122	5957
409	4133	5947
410	4143	5937
411	4153	5928
412	4163	5917
413	4172	5906
414	4182	5895
415	4192	5885
416	4202	5875
417	4213	5866
418	4223	5856
419	4234	5848
420	4245	5838
421	4256	5829
422	4266	5819
423	4275	5808
424	4286	5799
425	4294	5787
426	4305	5777
427	4314	5765
428	4324	5756
429	4335	5747
430	4346	5737
431	4356	5727
432	4364	5715
433	4375	5705
434	4384	5694
435	4393	5683
436	4403	5673
437	4413	5662
438	4424	5654
439	4434	5643
440	4445	5635
441	4455	5624
442	4465	5614
443	4475	5604
444	4484	5593
445	4494	5582
446	4504	5572
447	4514	5562
448	4526	5554
449	4535	5543
450	4545	5533
451	4555	5522
452	4565	5513
453	4575	5502
454	4586	5493
455	4596	5484
456	4606	5473
457	4616	5463
458	4625	5451
459	4635	5441
460	4646	5433
461	4656	5422
462	4667	5413
463	4678	5404
464	4688	5394
465	4698	5384
466	4708	5374
467	4719	5364
468	4729	5354
469	4740	5345
470	4750	5334
471	4759	5324
472	4769	5313
473	4778	5302
474	4788	5292
475	4799	5283
476	4809	5273
477	4820	5264
478	4831	5255
479	4840	5244
480	4849	5232
481	4859	5222
482	4868	5211
483	4879	5202
484	4889	5191
485	4900	5182
486	4909	5171
487	4919	5161
488	4930	5151
489	4939	5140
490	4949	5131
491	4960	5122
492	4969	5110
493	4978	5099
494	4990	5090
495	5000	5081
496	5011	5071
497	5021	5061
498	5030	5050
499	5041	5041
500	5050	5030
501	5061	5020
502	5071	5010
503	5082	5001
504	5093	4992
505	5103	4982
506	5112	4971
507	5122	4961
508	5131	4950
509	5140	4938
510	5151	4929
511	5161	4919
512	5171	4909
513	5183	4900
514	5192	4890
515	5203	4880
516	5213	4870
517	5222	4859
518	5232	4848
519	5242	4839
520	5252	4829
521	5264	4820
522	5274	4810
523	5284	4800
524	5294	4790
525	5304	4780
526	5314	4770
527	5323	4759
528	5332	4748
529	5342	4737
530	5352	4727
531	5362	4716
532	5372	4707
533	5381	4696
534	5391	4685
535	5401	4676
536	5411	4665
537	5422	4656
538	5432	4646
539	5442	4636
540	5452	4626
541	5463	4616
542	5474	4607
543	5483	4596
544	5493	4586
545	5504	4576
546	5514	4566
547	5523	4556
548	5533	4545
549	5544	4536
550	5554	4525
551	5563	4515
552	5573	4505
553	5584	4495
554	5595	4486
555	5606	4477
556	5617	4467
557	5627	4457
558	5636	4446
559	5646	4436
560	5658	4427
561	5668	4417
562	5678	4408
563	5689	4397
564	5699	4387
565	5710	4378
566	5720	4368
567	5731	4359
568	5743	4350
569	5754	4340
570	5765	4331
571	5776	4321
572	5786	4311
573	5796	4301
574	5807	4292
575	5818	4282
576	5828	4273
577	5841	4264
578	5850	4254
579	5861	4244
580	5872	4235
581	5881	4224
582	5891	4214
583	5901	4203
584	5912	4194
585	5922	4184
586	5932	4174
587	5942	4163
588	5952	4153
589	5963	4143
590	5974	4134
591	5985	4124
592	5995	4114
593	6004	4104
594	6014	4093
595	6024	4083
596	6034	4073
597	6046	4064
598	6057	4054
599	6066	4044
600	6075	4033
601	6085	4023
602	6094	4012
603	6104	4002
604	6115	3992
605	6125	3982
606	6135	3972
607	6146	3962
608	6155	3952
609	6166	3942
610	6178	3933
611	6188	3923
612	6199	3913
613	6210	3904
614	6221	3894
615	6232	3885
616	6243	3875
617	6254	3865
618	6265	3856
619	6274	3845
620	6285	3835
621	6295	3825
622	6305	3815
623	6315	3805
624	6325	3795
625	6335	3785
626	6344	3774
627	6354	3764
628	6364	3753
629	6374	3743
630	6384	3733
631	6394	3723
632	6405	3713
633	6415	3703
634	6425	3693
635	6436	3683
636	6446	3673
637	6456	3663
638	6466	3653
639	6475	3642
640	6485	3632
641	6495	3622
642	6505	3611
643	6514	3601
644	6523	3590
645	6534	3580
646	6545	3570
647	6556	3561
648	6567	3551
649	6577	3541
650	6587	3531
651	6597	3521
652	6607	3511
653	6618	3501
654	6628	3491
655	6639	3481
656	6649	3471
657	6659	3461
658	6669	3451
659	6678	3440
660	6688	3430
661	6699	3420
662	6710	3410
663	6720	3400
664	6730	3390
665	6740	3380
666	6749	3369
667	6759	3359
668	6769	3349
669	6779	3339
670	6791	3329
671	6800	3319
672	6811	3309
673	6821	3299
674	6831	3289
675	6841	3278
676	6850	3268
677	6861	3258
678	6872	3248
679	6882	3238
680	6893	3229
681	6903	3219
682	6914	3209
683	6924	3199
684	6935	3189
685	6947	3179
686	6958	3170
687	6968	3160
688	6978	3149
689	6988	3139
690	6998	3129
691	7009	3119
692	7018	3109
693	7028	3099
694	7038	3089
695	7047	3078
696	7057	3068
697	7068	3058
698	7078	3047
699	7088	3037
700	7097	3027
701	7109	3017
702	7120	3008
703	7129	2997
704	7138	2987
705	7147	2976
706	7157	2966
707	7168	2956
708	7178	2946
709	7188	2936
710	7198	2925
711	7208	2915
712	7220	2906
713	7230	2896
714	7239	2885
715	7250	2875
716	7259	2865
717	7269	2855
718	7279	2845
719	7291	2835
720	7301	2825
721	7311	2815
722	7322	2805
723	7332	2795
724	7344	2785
725	7354	2775
726	7364	2765
727	7373	2755
728	7383	2744
729	7392	2734
730	7402	2724
731	7412	2713
732	7423	2704
733	7433	2693
734	7443	2683
735	7454	2673
736	7465	2663
737	7474	2653
738	7485	2643
739	7495	2633
740	7506	2623
741	7516	2613
742	7525	2603
743	7536	2593
744	7547	2583
745	7557	2573
746	7568	2563
747	7577	2552
748	7589	2543
749	7599	2533
750	7608	2522
751	7618	2512
752	7628	2502
753	7639	2492
754	7648	2481
755	7658	2471
756	7668	2461
757	7679	2451
758	7691	2442
759	7701	2432
760	7711	2422
761	7722	2412
762	7733	2402
763	7744	2392
764	7755	2382
765	7766	2372
766	7777	2362
767	7786	2352
768	7797	2342
769	7807	2331
770	7817	2321
771	7828	2311
772	7837	2301
773	7848	2291
774	7858	2281
775	7868	2271
776	7878	2261
777	7887	2250
778	7898	2240
779	7909	2230
780	7920	2220
781	7931	2211
782	7942	2201
783	7953	2191
784	7963	2181
785	7974	2171
786	7984	2160
787	7994	2150
788	8003	2140
789	8016	2130
790	8027	2120
791	8036	2110
792	8047	2100
793	8056	2090
794	8065	2079
795	8075	2069
796	8086	2059
797	8097	2049
798	8110	2040
799	8120	2030
800	8130	2019
801	8140	2009
802	8151	1999
803	8163	1990
804	8174	1980
805	8185	1970
806	8196	1960
807	8206	1949
808	8216	1939
809	8225	1929
810	8235	1919
811	8246	1909
812	8257	1899
813	8268	1889
814	8279	1879
815	8289	1869
816	8299	1859
817	8310	1848
818	8320	1838
819	8331	1828
820	8340	1818
821	8351	1808
822	8361	1798
823	8371	1788
824	8381	1777
825	8391	1767
826	8400	1757
827	8410	1747
828	8420	1736
829	8429	1726
830	8440	1716
831	8451	1706
832	8462	1696
833	8472	1686
834	8483	1676
835	8493	1666
836	8504	1656
837	8515	1646
838	8525	1635
839	8535	1625
840	8546	1615
841	8556	1605
842	8565	1595
843	8576	1585
844	8587	1575
845	8596	1564
846	8607	1554
847	8618	1544
848	8629	1534
849	8639	1524
850	8649	1514
851	8660	1504
852	8670	1494
853	8681	1484
854	8693	1474
855	8703	1464
856	8714	1454
857	8724	1443
858	8734	1433
859	8746	1423
860	8756	1413
861	8767	1403
862	8776	1393
863	8787	1383
864	8796	1372
865	8808	1362
866	8819	1352
867	8829	1342
868	8839	1332
869	8849	1322
870	8859	1312
871	8868	1301
872	8878	1291
873	8888	1281
874	8899	1271
875	8909	1261
876	8920	1251
877	8931	1241
878	8941	1230
879	8952	1220
880	8963	1210
881	8974	1200
882	8984	1190
883	8995	1180
884	9005	1170
885	9015	1160
886	9026	1149
887	9036	1139
888	9046	1129
889	9057	1119
890	9065	1109
891	9077	1099
892	9087	1088
893	9096	1078
894	9106	1068
895	9116	1058
896	9128	1048
897	9139	1038
898	9149	1027
899	9160	1017
900	9170	1007
901	9180	997
902	9191	987
903	9201	977
904	9212	967
905	9222	956
906	9233	946
907	9242	936
908	9253	926
909	9262	916
910	9273	905
911	9283	895
912	9293	885
913	9302	875
914	9313	865
915	9323	854
916	9333	844
917	9344	834
918	9356	824
919	9366	814
920	9376	804
921	9386	794
922	9396	783
923	9406	773
924	9417	763
925	9429	753
926	9439	743
927	9451	733
928	9461	723
929	9471	712
930	9481	702
931	9491	692
932	9501	682
933	9512	672
934	9523	662
935	9533	651
936	9543	641
937	9553	631
938	9563	621
939	9574	611
940	9584	600
941	9594	590
942	9604	580
943	9614	570
944	9624	560
945	9635	550
946	9648	539
947	9658	529
948	9669	519
949	9681	509
950	9691	499
951	9700	489
952	9711	478
953	9722	468
954	9732	458
955	9742	448
956	9752	438
957	9764	428
958	9773	417
959	9783	407
960	9793	397
961	9804	387
962	9815	377
963	9825	366
964	9835	356
965	9847	346
966	9858	336
967	9870	326
968	9880	316
969	9890	305
970	9901	295
971	9911	285
972	9922	275
973	9933	265
974	9944	254
975	9954	244
976	9964	234
977	9976	224
978	9987	214
979	9998	204
980	10010	193
981	10020	183
982	10030	173
983	10040	163
984	10049	153
985	10059	142
986	10070	132
987	10081	122
988	10091	112
989	10102	102
990	10112	91
991	10122	81
992	10132	71
993	10142	61
994	10152	51
995	10162	40
996	10172	30
997	10182	20
998	10193	10
999	10204	0
