iter	MultiClass
675	0.407532515
676	0.4074520062
677	0.4072462831
678	0.4070847171
679	0.4070234037
680	0.4069162054
681	0.4067483223
682	0.4065872403
683	0.4063811585
684	0.4062672726
685	0.4061070164
686	0.4058653889
687	0.4057823745
688	0.4057185771
689	0.4056390511
690	0.4055812941
691	0.4054856645
692	0.405432284
693	0.4053106124
694	0.4052602167
695	0.4052126131
696	0.4051575658
697	0.4048665742
698	0.4047617895
699	0.4046865353
700	0.4046408804
701	0.4044685097
702	0.4043568661
703	0.4042413691
704	0.404224729
705	0.4042001278
706	0.4040099736
707	0.4039591415
708	0.4038375458
709	0.4037595072
710	0.4035794077
711	0.4034753158
712	0.403369039
713	0.4032157247
714	0.4031149927
715	0.4029985628
716	0.4029362901
717	0.4027849633
718	0.4027098583
719	0.402426403
720	0.4022931827
721	0.4022033983
722	0.4021002688
723	0.4020064579
724	0.4017327662
725	0.4016707643
726	0.4015718235
727	0.4014504256
728	0.4013997826
729	0.4012999072
730	0.4012073504
731	0.4011254731
732	0.4008966283
733	0.4008682841
734	0.4007864354
735	0.4007385629
736	0.4005723482
737	0.4005222391
738	0.400427293
739	0.4002587928
740	0.4000624468
741	0.4000307053
742	0.3999336623
743	0.3997684548
744	0.3996574821
745	0.3995167846
746	0.3993589448
747	0.3993220966
748	0.3991343694
749	0.3990792165
750	0.3990433371
751	0.3989424236
752	0.3987751072
753	0.3986079529
754	0.3985160296
755	0.3983950498
756	0.3983259685
757	0.3980763785
758	0.3978496863
759	0.3976968615
760	0.3975875873
761	0.3974057523
762	0.3972127835
763	0.3971199876
764	0.3969701827
765	0.3968485341
766	0.3967408798
767	0.3966940876
768	0.3964852687
769	0.3964156606
770	0.3963083335
771	0.3962432773
772	0.396140597
773	0.3960753714
774	0.396051493
775	0.3959581154
776	0.3958486746
777	0.395731062
778	0.3956389541
779	0.3954417071
780	0.3953641615
781	0.3952503717
782	0.3951198847
783	0.3950304698
784	0.3948406154
785	0.3946699765
786	0.3945551577
787	0.3944994933
788	0.3943538498
789	0.3941729716
790	0.3941155269
791	0.3940575592
792	0.3939329746
793	0.3938418543
794	0.3938251116
795	0.3937301163
796	0.3935622448
797	0.3933669613
798	0.393165771
799	0.3930216576
800	0.3928967514
801	0.3927145827
802	0.3925940134
803	0.3925081459
804	0.3923010098
805	0.3921744759
806	0.3920649643
807	0.3920485013
808	0.391900738
809	0.3918475574
810	0.3917410237
811	0.3915707707
812	0.3913821327
813	0.3911601159
814	0.3910326247
815	0.3909433844
816	0.3908087075
817	0.3907437706
818	0.3906888772
819	0.3906116225
820	0.3905643469
821	0.3904673921
822	0.3903840473
823	0.3902847989
824	0.3901180328
825	0.3899868645
826	0.3898961131
827	0.3898186423
828	0.3896749797
829	0.389556129
830	0.3893815227
831	0.3891710594
832	0.3890512137
833	0.3889542632
834	0.3888357973
835	0.3887372224
836	0.3886445405
837	0.3885830138
838	0.3885135236
839	0.3884259055
840	0.3883571216
841	0.3882605115
842	0.388187369
843	0.388073859
844	0.3879722379
845	0.3878881324
846	0.3877179509
847	0.3875772415
848	0.3874130365
849	0.3872831002
850	0.3871526703
851	0.3869648153
852	0.3868842705
853	0.3868045266
854	0.3866295236
855	0.3865197155
856	0.3864576735
857	0.3863133144
858	0.38626884
859	0.3860516837
860	0.3859378161
861	0.3858330977
862	0.3857797995
863	0.3856669126
864	0.3855862738
865	0.3854561905
866	0.3852790187
867	0.3852500335
868	0.3851328292
869	0.3850838558
870	0.3850102606
871	0.3849600639
872	0.3848369276
873	0.3847730476
874	0.3846234331
875	0.3845452597
876	0.3844772891
877	0.3842907757
878	0.3841424881
879	0.3840172784
880	0.383869022
881	0.3837780247
882	0.3836926129
883	0.3835290584
884	0.3834653765
885	0.3833476962
886	0.3832224735
887	0.3831072908
888	0.3830450933
889	0.3828622528
890	0.3828375444
891	0.3827520064
892	0.3826937159
893	0.3826208616
894	0.3825306559
895	0.3824354243
896	0.3823379941
897	0.3821689375
898	0.3820151299
899	0.3819633128
900	0.3817953451
901	0.3816916018
902	0.3816379656
903	0.3815463871
904	0.3814559375
905	0.3813490515
906	0.3812100264
907	0.3811458938
908	0.3810013331
909	0.3808991857
910	0.3807407404
911	0.3806995018
912	0.3806292825
913	0.3805831733
914	0.3804650914
915	0.3803605225
916	0.3802468237
917	0.3800604616
918	0.3799667382
919	0.3797929392
920	0.3797447408
921	0.3796778527
922	0.3795675912
923	0.3794674459
924	0.3793304165
925	0.3791855122
926	0.3791176288
927	0.3789985263
928	0.378887844
929	0.3788213738
930	0.3787454146
931	0.3786971094
932	0.3786197865
933	0.3785248316
934	0.3784801276
935	0.3783979556
936	0.3783307116
937	0.3782467322
938	0.3782079054
939	0.3780542108
940	0.3779112772
941	0.377740167
942	0.377635462
943	0.3775794323
944	0.3773899637
945	0.3772724666
946	0.3770848864
947	0.3769650952
948	0.3768550831
949	0.3766951505
950	0.3766223076
951	0.3765668991
952	0.37642818
953	0.3763542086
954	0.3762774848
955	0.3761784471
956	0.3761204642
957	0.375965744
958	0.3758932393
959	0.3756943329
960	0.3755974242
961	0.3754616098
962	0.3753691219
963	0.3753356072
964	0.3752223567
965	0.3750944455
966	0.3749649511
967	0.3748825194
968	0.3746942985
969	0.3746039331
970	0.3745406231
971	0.3744219516
972	0.374280223
973	0.3741639879
974	0.3740825292
975	0.3740619996
976	0.3739971233
977	0.3738877073
978	0.3737428968
979	0.3736362761
980	0.3735341515
981	0.3734422361
982	0.3732935319
983	0.3732268884
984	0.3731779631
985	0.3730907913
986	0.373021594
987	0.3728208293
988	0.3727518881
989	0.3726816968
990	0.3725221022
991	0.3724231349
992	0.3723338314
993	0.3722573024
994	0.3722111922
995	0.3721282216
996	0.372017467
997	0.3718672936
998	0.3717910263
999	0.3716154207
